Date,Open,High,Low,Close,Adj Close,Volume
2002-10-29,1797.724854,1797.724854,1797.724854,1797.724854,1716.128052,501745
2002-10-30,2012.226074,2012.226074,1989.754517,2012.226074,1920.893066,20892185
2002-10-31,2042.869141,2091.897949,1865.139526,1912.125488,1825.335938,32327083
2002-11-01,1961.154419,2022.44043,1724.181519,1793.639038,1712.227295,18373668
2002-11-04,1777.296143,1789.553345,1660.852539,1703.752808,1626.421021,16939411
2002-11-05,1695.581421,1785.467651,1695.581421,1701.709961,1624.471191,15353406
2002-11-06,1728.267334,1740.524536,1626.123779,1664.938354,1589.36853,12487339
2002-11-07,1654.723999,1746.653076,1650.638306,1666.981201,1591.318237,11682099
2002-11-08,1628.166748,1650.638306,1603.652222,1634.295288,1560.116211,6740519
2002-11-11,1630.209595,1730.310181,1630.209595,1675.15271,1599.119019,10783852
2002-11-12,1646.55249,1654.723999,1573.009277,1585.266479,1513.312622,7176181
2002-11-13,1585.266479,1624.080933,1499.465942,1503.551636,1435.307007,10570917
2002-11-14,1552.580566,1568.923462,1450.437134,1495.380249,1427.50647,8566383
2002-11-15,1532.151855,1570.966309,1483.122925,1570.966309,1499.661621,10548889
2002-11-18,1564.837769,1591.39502,1546.451904,1548.494751,1478.210327,6510451
2002-11-19,1568.923462,1613.866577,1564.837769,1577.094971,1505.512085,9129317
2002-11-20,1577.094971,1640.42395,1575.052124,1640.42395,1565.966797,10766720
2002-11-21,1662.895508,1671.066895,1605.69519,1613.866577,1540.614502,6620590
2002-11-22,1650.638306,1728.267334,1626.123779,1648.595337,1573.767212,17414233
2002-11-25,1671.066895,1697.624268,1626.123779,1662.895508,1587.418579,7900652
2002-11-26,1683.324219,1695.581421,1630.209595,1634.295288,1560.116211,8262888
2002-11-27,1613.866577,1638.380981,1503.551636,1540.323364,1470.409546,19749184
2002-11-28,1573.009277,1652.681152,1540.323364,1609.780884,1536.714355,19103034
2002-11-29,1630.209595,1801.810547,1605.69519,1801.810547,1720.027954,36213773
2002-12-02,1801.810547,1801.810547,1801.810547,1801.810547,1720.027954,0
2002-12-03,1879.439575,1908.039795,1854.925171,1883.525391,1798.03418,12541185
2002-12-04,1838.582153,1961.154419,1826.324951,1908.039795,1821.435791,14066001
2002-12-05,1948.897095,2132.755371,1891.696777,2083.726563,1989.148315,27789347
2002-12-06,2067.383545,2230.812988,2063.297852,2116.412354,2020.350342,25280620
2002-12-09,2157.269775,2169.5271,2055.126221,2071.469238,1977.44751,8779319
2002-12-10,2030.611938,2157.269775,2022.44043,2128.669678,2032.051514,11682099
2002-12-11,2153.184082,2308.442139,2136.841064,2189.955811,2090.555664,19670863
2002-12-12,2243.070313,2402.414063,2234.898926,2357.470947,2250.467773,24279577
2002-12-13,2373.813965,2480.043213,2337.042236,2357.470947,2250.467773,16239415
2002-12-16,2328.87085,2394.242676,2255.327393,2308.442139,2203.663574,8485614
2002-12-17,2377.899658,2381.985352,2267.584717,2296.184814,2191.963135,9158687
2002-12-18,2271.67041,2353.385254,2263.499023,2288.013428,2184.162354,8350999
2002-12-19,2288.013428,2288.013428,2288.013428,2288.013428,2184.162354,0
2002-12-20,2263.499023,2308.442139,2189.955811,2202.212891,2102.256592,6975483
2002-12-23,2189.955811,2238.984619,2040.826294,2124.583984,2028.151245,9993298
2002-12-24,2124.583984,2222.641602,2120.498047,2185.869873,2086.655273,13603416
2002-12-25,2185.869873,2185.869873,2185.869873,2185.869873,2086.655273,0
2002-12-26,2181.78418,2189.955811,2042.869141,2042.869141,1950.145264,8512537
2002-12-27,1993.84021,2083.726563,1940.725708,2010.183228,1918.942871,8047505
2002-12-30,2002.011719,2010.183228,1781.381836,1818.153564,1735.629395,11226857
2002-12-31,1818.153564,1818.153564,1818.153564,1818.153564,1735.629395,0
2003-01-01,1818.153564,1818.153564,1818.153564,1818.153564,1735.629395,0
2003-01-02,1879.439575,2034.697632,1867.182373,2034.697632,1942.344604,13011112
2003-01-03,2128.669678,2275.756104,2128.669678,2275.756104,2172.46167,21486936
2003-01-06,2296.184814,2357.470947,2185.869873,2304.356445,2199.763672,21885885
2003-01-07,2361.556641,2365.642334,2185.869873,2206.298584,2106.157227,16410742
2003-01-08,2247.156006,2402.414063,2230.812988,2324.785156,2219.265381,26465229
2003-01-09,2271.67041,2418.75708,2267.584717,2369.728271,2262.168457,15382776
2003-01-10,2435.100098,2439.185791,2087.812256,2259.41333,2156.860596,18393248
2003-01-13,2259.41333,2332.956543,2234.898926,2316.613525,2211.465088,8994702
2003-01-14,2316.613525,2332.956543,2271.67041,2271.67041,2168.561035,7795408
2003-01-15,2275.756104,2308.442139,2214.470215,2271.67041,2168.561035,9031415
2003-01-16,2238.984619,2243.070313,2185.869873,2210.384277,2110.057617,8390160
2003-01-17,2165.441162,2238.984619,2124.583984,2149.098389,2051.552979,8243308
2003-01-20,2083.726563,2169.5271,2083.726563,2112.32666,2016.450195,4895076
2003-01-21,2095.983643,2149.098389,2095.983643,2140.926758,2043.751709,4733538
2003-01-22,2095.983643,2149.098389,2095.983643,2120.498047,2024.250732,4572001
2003-01-23,2145.012695,2300.270752,2136.841064,2292.099121,2188.063477,11657623
2003-01-24,2263.499023,2292.099121,2124.583984,2194.041504,2094.456299,6858001
2003-01-27,2116.412354,2132.755371,2030.611938,2104.155273,2008.649658,5112907
2003-01-28,2091.897949,2124.583984,2083.726563,2100.06958,2004.74939,3277253
2003-01-29,2112.32666,2136.841064,1993.84021,2002.011719,1911.142212,3869557
2003-01-30,2008.140381,2132.755371,2008.140381,2100.06958,2004.74939,4204870
2003-01-31,2100.06958,2100.06958,2100.06958,2100.06958,2004.74939,0
2003-02-03,2083.726563,2165.441162,2059.212158,2149.098389,2051.552979,4403121
2003-02-04,2181.78418,2185.869873,2140.926758,2145.012695,2047.652954,3392287
2003-02-05,2124.583984,2153.184082,2108.240967,2145.012695,2047.652954,1669220
2003-02-06,2153.184082,2161.355469,2083.726563,2087.812256,1993.048462,2024114
2003-02-07,2087.812256,2100.06958,2034.697632,2046.954834,1954.04541,2560124
2003-02-10,2034.697632,2091.897949,2018.354736,2063.297852,1969.646484,2525859
2003-02-11,2091.897949,2149.098389,2046.954834,2087.812256,1993.048462,5010110
2003-02-12,2104.155273,2169.5271,2095.983643,2153.184082,2055.452881,4540183
2003-02-13,2169.5271,2177.698486,2095.983643,2116.412354,2020.350342,2322713
2003-02-14,2104.155273,2136.841064,2075.554932,2124.583984,2028.151245,1926212
2003-02-17,2226.727295,2234.898926,2189.955811,2234.898926,2133.458984,4080046
2003-02-18,2226.727295,2251.241699,2194.041504,2206.298584,2106.157227,2858724
2003-02-19,2255.327393,2267.584717,2202.212891,2202.212891,2102.256592,5320947
2003-02-20,2202.212891,2226.727295,2149.098389,2202.212891,2102.256592,2939493
2003-02-21,2218.555908,2226.727295,2194.041504,2194.041504,2094.456299,1847891
2003-02-24,2194.041504,2296.184814,2194.041504,2296.184814,2191.963135,3380050
2003-02-25,2267.584717,2267.584717,2194.041504,2194.041504,2094.456299,2210126
2003-02-26,2226.727295,2279.842041,2202.212891,2271.67041,2168.561035,3641936
2003-02-27,2230.812988,2353.385254,2218.555908,2308.442139,2203.663574,4048228
2003-02-28,2357.470947,2357.470947,2243.070313,2283.927734,2180.262451,2814668
2003-03-03,2275.756104,2300.270752,2247.156006,2296.184814,2191.963135,1857681
2003-03-04,2255.327393,2271.67041,2214.470215,2214.470215,2113.957275,1916422
2003-03-05,2161.355469,2185.869873,2112.32666,2132.755371,2035.951416,2971311
2003-03-06,2120.498047,2165.441162,2067.383545,2124.583984,2028.151245,2038799
2003-03-07,2063.297852,2145.012695,2034.697632,2063.297852,1969.646484,2613970
2003-03-10,2014.268921,2071.469238,2006.097534,2034.697632,1942.344604,2415720
2003-03-11,1961.154419,2034.697632,1961.154419,1989.754517,1899.441406,1522368
2003-03-12,1997.926025,2145.012695,1993.84021,2145.012695,2047.652954,4454519
2003-03-13,2145.012695,2149.098389,2067.383545,2104.155273,2008.649658,2714319
2003-03-14,2206.298584,2226.727295,2173.612793,2198.127197,2098.356201,4696825
2003-03-17,2181.78418,2181.78418,2063.297852,2104.155273,2008.649658,2048589
2003-03-18,2279.842041,2353.385254,2247.156006,2353.385254,2246.567627,7814989
2003-03-19,2292.099121,2492.300293,2292.099121,2369.728271,2262.168457,6481080
2003-03-20,2431.01416,2463.700195,2369.728271,2443.271484,2332.373535,5695421
2003-03-21,2455.528809,2504.557617,2431.01416,2431.01416,2320.672607,6106607
2003-03-24,2451.442871,2463.700195,2361.556641,2361.556641,2254.367676,3451028
2003-03-25,2259.41333,2373.813965,2259.41333,2316.613525,2211.465088,2320266
2003-03-26,2357.470947,2512.729004,2357.470947,2418.75708,2308.972412,5100669
2003-03-27,2426.928467,2651.644043,2418.75708,2614.872559,2496.185547,11092242
2003-03-28,2692.501465,2745.616211,2639.386963,2696.587158,2574.19165,13358662
2003-03-31,2688.415771,2688.415771,2520.900391,2614.872559,2496.185547,4048228
2003-04-01,2594.443848,2684.330078,2574.015137,2663.901367,2542.989502,3798579
