Date,Open,High,Low,Close,Adj Close,Volume
2005-12-14,127.230003,128.110001,127.230003,127.919998,87.424522,2477400
2005-12-15,127.760002,127.989998,127.220001,127.43,87.089622,1347300
2005-12-16,127.910004,128,127.110001,127.110001,86.870926,1443300
2005-12-19,127.459999,127.529999,126.379997,126.379997,86.372063,836100
2005-12-20,126.57,126.879997,126.209999,126.57,86.501884,938100
2005-12-21,126.910004,127.470001,126.510002,126.790001,86.652237,947200
2005-12-22,127.050003,127.379997,126.809998,127.349998,87.034966,848000
2005-12-23,127.029999,127.059998,126.620003,126.949997,87.113167,649800
2005-12-27,127.18,127.230003,125.599998,125.599998,86.186829,1457700
2005-12-28,125.919998,126.139999,125.690002,125.900002,86.3927,1070800
2005-12-29,125.940002,126.169998,125.290001,125.300003,85.980957,1230400
2005-12-30,124.980003,125.269997,124.639999,124.669998,85.548676,1269000
2006-01-03,125.410004,127.150002,124.620003,126.830002,87.030853,4768100
2006-01-04,127.010002,127.660004,126.879997,127.489998,87.483711,1156500
2006-01-05,127.43,127.760002,127.099998,127.589996,87.552368,1278600
2006-01-06,128.240005,128.740005,127.650002,128.649994,88.279732,824200
2006-01-09,128.619995,129.210007,128.559998,128.979996,88.506165,1341300
2006-01-10,128.589996,129.149994,128.479996,129.149994,88.62281,1061600
2006-01-11,129.210007,129.630005,128.910004,129.539993,88.890427,1274900
2006-01-12,129.320007,129.440002,128.619995,128.940002,88.478745,923700
2006-01-13,128.759995,129.080002,128.399994,128.800003,88.38266,710600
2006-01-17,128.419998,128.570007,128,128.5,88.176796,820800
2006-01-18,127.739998,128.389999,127.339996,128,87.833702,578300
2006-01-19,128.270004,128.960007,128.029999,128.550003,88.211136,969700
2006-01-20,128.529999,128.529999,126.209999,126.209999,86.605415,809700
2006-01-23,126.440002,127,126.339996,126.650002,86.907349,1761800
2006-01-24,126.849998,127.349998,126.620003,126.769997,86.989655,1711700
2006-01-25,127.199997,127.379997,126.029999,126.849998,87.044556,841100
2006-01-26,127.519997,127.830002,126.980003,127.599998,87.559219,1632500
2006-01-27,127.849998,128.820007,127.650002,128.75,88.348343,971600
2006-01-30,128.75,128.960007,128.539993,128.630005,88.266045,1791600
2006-01-31,128.5,128.690002,127.75,127.75,87.662148,1225700
2006-02-01,127.949997,128.649994,127.93,128.649994,88.279732,1964500
2006-02-02,128.330002,128.350006,127.029999,127.150002,87.250435,1413700
