date,close
2011-01-31,31.498497
2011-02-28,32.23103
2011-03-31,32.14893
2011-04-29,33.816055
2011-05-31,32.799347
2011-06-30,32.401516
2011-07-29,31.833178
2011-08-31,29.143064
2011-09-30,25.455187
2011-10-31,28.063219
2011-11-30,27.469622
2011-12-30,26.65189
2012-01-31,28.606796
2012-02-29,29.910067
2012-03-30,29.747162
2012-04-30,29.128109
2012-05-31,25.974192
2012-06-29,27.525093
2012-07-31,27.609798
2012-08-31,28.32659
2012-09-28,29.292107
2012-10-31,29.530626
2012-11-30,30.140192
2012-12-31,31.613115
2013-01-31,32.372066
2013-02-28,32.002666
2013-03-28,32.30209
2013-04-30,33.433376
2013-05-31,32.329021
2013-06-28,31.167316
2013-07-31,32.606964
2013-08-30,31.972424
2013-09-30,34.372791
2013-10-31,35.633919
2013-11-29,35.681892
2013-12-31,36.225452
2014-01-31,34.268257
2014-02-28,36.183945
2014-03-31,36.362324
2014-04-30,36.822079
2014-05-30,37.532608
2014-06-30,38.238678
2014-07-31,37.576595
2014-08-29,38.013287
2014-09-30,36.110909
2014-10-31,36.082588
2014-11-28,35.898479
2014-12-31,34.509228
2015-01-30,34.602051
2015-02-27,36.600922
2015-03-31,36.054565
2015-04-30,37.787476
2015-05-29,37.443764
2015-06-30,36.420944
2015-07-31,36.21833
2015-08-31,33.526367
2015-09-30,32.235474
2015-10-30,34.250214
2015-11-30,33.799255
2015-12-31,33.066597
2016-01-29,31.263372
2016-02-29,30.493687
2016-03-31,33.033356
2016-04-29,33.746674
2016-05-31,33.415756
2016-06-30,33.11071
2016-07-29,34.606934
2016-08-31,34.76326
2016-09-30,35.347485
2016-10-31,34.67363
2016-11-30,33.977314
2016-12-30,34.645546
2017-01-31,36.057636
2017-02-28,36.540924
2017-03-31,37.636189
2017-04-28,38.408913
2017-05-31,39.545269
2017-06-30,39.794884
2017-07-31,41.134926
2017-08-31,41.356976
2017-09-29,42.135448
2017-10-31,42.990013
2017-11-30,43.259464
2017-12-29,44.1576
2018-01-31,46.683792
2018-02-28,44.235329
2018-03-29,44.068569
2018-04-30,44.271187
2018-05-31,43.546452
2018-06-29,42.621365
2018-07-31,43.70858
2018-08-31,42.66077
2018-09-28,42.752087
2018-10-31,39.094418
2018-11-30,39.751541
2018-12-31,37.78566
2019-01-31,40.682392
2019-02-28,41.346554
2019-03-29,41.664719
2019-04-30,42.820747
2019-05-31,40.500683
2019-06-28,42.837612
2019-07-31,41.984917
2019-08-30,41.075375
2019-09-30,42.194275
2019-10-31,43.639961
2019-11-29,44.072838
2019-12-31,46.00248
2020-01-31,44.441257
2020-02-28,41.508789
2020-03-31,34.758812
2020-04-30,37.401348
2020-05-29,39.273487
2020-06-30,40.940189
2020-07-31,42.638741
2020-08-31,44.528797
2020-09-30,43.715214
2020-10-30,42.709698
2020-11-30,48.097649
2020-12-31,50.908634
2021-01-29,51.035561
2021-02-26,52.211803
2021-03-31,53.188015
2021-04-30,54.664047
2021-05-28,56.343674
2021-06-30,56.157547
2021-07-30,55.524837
2021-08-31,56.337105
2021-09-30,54.385551
2021-10-29,55.950233
2021-11-30,53.568825
2021-12-31,55.482487
2022-01-31,53.911495
2022-02-28,52.375404
2022-03-31,52.226776
2022-04-29,48.834743
2022-05-31,49.577847
2022-06-30,45.641975
2022-07-29,47.304569
2022-08-31,45.182087
2022-09-30,40.706436
2022-10-31,42.093853
2022-11-30,47.581249
2022-12-30,46.560738
2023-01-31,50.602837
2023-02-28,48.442253
2023-03-31,49.81778
2023-04-28,50.756214
2023-05-31,48.978611
2023-06-30,51.151443
2023-07-31,53.139854
2023-08-31,50.804836
2023-09-29,49.076485
2023-10-31,47.425926
2023-11-30,51.332237
2023-12-29,53.946682
2024-01-31,53.025227
2024-02-29,54.57029
2024-03-28,56.335388
2024-04-30,55.027439
2024-05-31,57.241611
2024-06-28,56.786701
2024-07-31,58.274643
2024-08-30,59.677826
2024-09-30,61.229042
2024-10-31,58.495773
2024-11-29,58.363369
2024-12-31,56.686649
2025-01-31,58.600891
2025-02-28,59.687878
2025-03-31,59.914894
2025-04-30,61.612965
2025-05-30,64.584595
2025-06-30,67.140427
2025-07-31,66.537926
2025-08-29,69.356087
2025-09-30,71.737389
2025-10-31,72.879951
2025-11-28,73.182686
2025-12-31,75.024117
2026-01-30,79.220856
2026-02-27,83.347969
2026-03-31,76.764503
2026-04-30,82.687843
2026-05-29,85.6744
2026-06-30,85.489998
2026-07-14,84.68
