date,close
2008-06-30,33.846943
2008-07-31,32.938259
2008-08-29,32.330189
2008-09-30,29.385494
2008-10-31,23.086166
2008-11-28,21.514746
2008-12-31,22.679003
2009-01-30,20.21718
2009-02-27,18.291735
2009-03-31,19.907734
2009-04-30,22.307659
2009-05-29,24.673204
2009-06-30,24.246866
2009-07-31,26.701811
2009-08-31,27.416977
2009-09-30,28.854187
2009-10-30,28.125254
2009-11-30,29.624342
2009-12-31,30.08679
2010-01-29,28.550695
2010-02-26,29.144186
2010-03-31,31.08527
2010-04-30,30.94562
2010-05-28,27.887375
2010-06-30,27.105347
2010-07-30,29.598028
2010-08-31,28.418028
2010-09-30,31.273783
2010-10-29,32.460796
2010-11-30,31.601961
2010-12-31,34.022919
2011-01-31,34.499805
2011-02-28,35.510529
2011-03-31,35.489166
2011-04-29,37.033733
2011-05-31,36.193832
2011-06-30,35.709835
2011-07-29,34.941116
2011-08-31,32.407173
2011-09-30,28.933718
2011-10-31,32.193649
2011-11-30,31.795055
2011-12-30,31.468246
2012-01-31,33.188137
2012-02-29,34.769562
2012-03-30,35.177666
2012-04-30,34.762268
2012-05-31,31.657711
2012-06-29,33.282871
2012-07-31,33.523369
2012-08-31,34.354176
2012-09-28,35.421692
2012-10-31,35.207829
2012-11-30,35.746189
2012-12-31,36.857147
2013-01-31,38.333824
2013-02-28,38.214489
2013-03-28,39.113823
2013-04-30,40.161236
2013-05-31,39.936787
2013-06-28,38.869911
2013-07-31,40.877167
2013-08-30,39.873531
2013-09-30,42.101532
2013-10-31,43.662785
2013-11-29,44.337318
2013-12-31,45.311306
2014-01-31,43.297482
2014-02-28,45.555412
2014-03-31,45.777077
2014-04-30,46.114635
2014-05-30,47.058254
2014-06-30,48.0966
2014-07-31,47.254154
2014-08-29,48.506229
2014-09-30,46.888111
2014-10-31,47.330746
2014-11-28,47.928673
2014-12-31,46.978813
2015-01-30,46.213009
2015-02-27,48.963604
2015-03-31,48.369301
2015-04-30,49.60228
2015-05-29,49.767204
2015-06-30,48.662239
2015-07-31,48.907455
2015-08-31,45.664352
2015-09-30,43.969791
2015-10-30,47.173531
2015-11-30,47.13377
2015-12-31,46.104347
2016-01-29,43.39986
2016-02-29,42.919777
2016-03-31,46.341549
2016-04-29,46.807457
2016-05-31,47.11269
2016-06-30,47.025463
2016-07-29,48.9771
2016-08-31,49.147156
2016-09-30,49.529778
2016-10-31,48.553036
2016-11-30,49.130947
2016-12-30,50.022083
2017-01-31,51.522758
2017-02-28,52.908611
2017-03-31,53.689793
2017-04-28,54.562393
2017-05-31,55.62434
2017-06-30,55.97546
2017-07-31,57.459194
2017-08-31,57.699574
2017-09-29,58.915649
2017-10-31,60.15694
2017-11-30,61.298267
2017-12-29,62.2757
2018-01-31,65.688858
2018-02-28,62.770473
2018-03-29,61.96764
2018-04-30,62.228565
2018-05-31,62.582027
2018-06-29,62.209442
2018-07-31,63.99844
2018-08-31,64.549568
2018-09-28,64.600731
2018-10-31,59.548897
2018-11-30,60.579712
2018-12-31,56.195679
2019-01-31,60.68552
2019-02-28,62.393848
2019-03-29,63.058174
2019-04-30,65.247162
2019-05-31,61.351795
2019-06-28,65.259949
2019-07-31,65.259949
2019-08-30,63.888062
2019-09-30,65.339905
2019-10-31,67.165092
2019-11-29,68.885483
2019-12-31,71.263916
2020-01-31,70.155212
2020-02-28,65.086929
2020-03-31,55.477169
2020-04-30,61.228058
2020-05-29,64.417137
2020-06-30,66.3955
2020-07-31,69.910553
2020-08-31,74.109093
2020-09-30,71.936569
2020-10-30,70.464653
2020-11-30,79.180176
2020-12-31,83.085014
2021-01-29,82.896523
2021-02-26,85.113213
2021-03-31,87.53968
2021-04-30,91.156815
2021-05-28,92.596451
2021-06-30,93.690994
2021-07-30,94.26973
2021-08-31,96.403786
2021-09-30,92.443779
2021-10-29,97.200783
2021-11-30,94.658882
2021-12-31,98.261528
2022-01-31,93.761406
2022-02-28,91.163788
2022-03-31,92.882637
2022-04-29,85.363258
2022-05-31,85.785065
2022-06-30,78.817833
2022-07-29,84.322334
2022-08-31,80.905098
2022-09-30,73.195709
2022-10-31,77.863228
2022-11-30,84.312393
2022-12-30,80.571136
2023-01-31,86.731537
2023-02-28,83.973839
2023-03-31,86.367241
2023-04-28,87.595833
2023-05-31,86.536064
2023-06-30,91.562035
2023-07-31,94.97036
2023-08-31,92.270126
2023-09-29,88.344238
2023-10-31,85.765388
2023-11-30,93.492455
2023-12-29,98.314331
2024-01-31,98.314331
2024-02-29,102.729317
2024-03-28,106.00547
2024-04-30,102.206543
2024-05-31,106.907227
2024-06-28,108.602814
2024-07-31,110.753082
2024-08-30,113.33725
2024-09-30,115.826721
2024-10-31,113.301178
2024-11-29,117.99424
2024-12-31,114.529472
2025-01-31,118.029312
2025-02-28,117.54187
2025-03-31,113.407135
2025-04-30,114.04287
2025-05-30,120.664391
2025-06-30,126.303238
2025-07-31,127.688896
2025-08-29,131.462692
2025-09-30,135.894714
2025-10-31,138.646118
2025-11-28,138.941971
2025-12-31,140.2229
2026-01-30,144.586853
2026-02-27,146.962662
2026-03-31,137.822128
2026-04-30,150.655746
2026-05-29,157.550842
2026-06-30,156.949997
2026-07-14,156.845001
