date,close
2000-01-31,19.41662
2000-02-29,17.831589
2000-03-31,18.703356
2000-04-28,16.40506
2000-05-31,21.340843
2000-06-30,19.514887
2000-07-31,17.118324
2000-08-31,18.830154
2000-09-29,15.292375
2000-10-31,13.009925
2000-11-30,11.868705
2000-12-29,10.978552
2001-01-31,13.58054
2001-02-28,12.096949
2001-03-30,12.096949
2001-04-30,11.982826
2001-05-31,11.868705
2001-06-29,10.430766
2001-07-31,11.742087
2001-08-31,12.013754
2001-09-28,7.878368
2001-10-31,8.572632
2001-11-30,11.923197
2001-12-31,15.39451
2002-01-31,13.583392
2002-02-28,13.492835
2002-03-29,15.84729
2002-04-30,15.998219
2002-05-31,13.673946
2002-06-28,12.104306
2002-07-31,9.749859
2002-08-30,11.217543
2002-09-30,9.461057
2002-10-31,10.059858
2002-11-29,10.25946
2002-12-31,8.423134
2003-01-31,8.582816
2003-02-28,7.864255
2003-03-31,7.704576
2003-04-30,7.984016
2003-05-30,8.702577
2003-06-30,8.902177
2003-07-31,10.580537
2003-08-29,12.092037
2003-09-30,12.092037
2003-10-31,13.430802
2003-11-28,12.955756
2003-12-31,12.567081
2004-01-30,13.646733
2004-02-27,13.128502
2004-03-31,12.783012
2004-04-30,12.869386
2004-05-31,12.00567
2004-06-30,10.796469
2004-07-30,10.121041
2004-08-31,10.774011
2004-09-30,9.56135
2004-10-29,9.421425
2004-11-30,9.421425
2004-12-31,9.56135
2005-01-31,9.468067
2005-02-28,9.701271
2005-03-31,8.885054
2005-04-29,8.581893
2005-05-31,9.887836
2005-06-30,10.727367
2005-07-29,10.517483
2005-08-31,11.17698
2005-09-30,12.270656
2005-10-31,10.254351
2005-11-30,10.772828
2005-12-30,10.71522
2006-01-25,10.45598
2006-02-27,11.032068
2006-03-31,11.809786
2006-04-28,12.789134
2006-05-30,11.406526
2006-06-30,11.176087
2006-07-31,10.369568
2006-08-31,10.718849
2006-09-29,11.046369
2006-10-31,11.046369
2006-11-30,12.594646
2006-12-29,12.058705
2007-01-31,12.296902
2007-02-27,12.028931
2007-03-30,11.37389
2007-04-30,11.37389
2007-05-31,11.433439
2007-06-29,11.820505
2007-07-31,11.27327
2007-08-31,11.396475
2007-09-28,11.827696
2007-10-31,9.126287
2007-11-30,8.288814
2007-12-31,8.653865
2008-01-31,7.451343
2008-02-29,7.880816
2008-03-31,8.031128
2008-04-30,7.988184
2008-05-30,8.117024
2008-06-30,6.914503
2008-07-31,6.141452
2008-08-29,6.285594
2008-09-30,4.844161
2008-10-31,4.3243
2008-11-28,3.828068
2008-12-31,3.511425
2009-01-21,3.449988
2009-02-27,3.705193
2009-03-31,5.245873
2009-04-30,5.860253
2009-05-27,6.143815
2009-06-30,5.198613
2009-07-31,6.876346
2009-08-31,6.380115
2009-09-30,7.443467
2009-10-30,7.656137
2009-11-30,7.467096
2009-12-31,8.128739
2010-01-29,7.585247
2010-02-26,7.301686
2010-03-31,7.963329
2010-04-30,7.561617
2010-05-31,7.136277
2010-06-30,6.781827
2010-07-30,6.947237
2010-08-31,6.360147
2010-09-30,6.776002
2010-10-29,7.118472
2010-11-30,7.387554
2010-12-31,7.974643
2011-01-28,8.85528
2011-02-25,7.534326
2011-03-31,7.485402
2011-04-29,7.265243
2011-05-31,7.24078
2011-06-30,6.9717
2011-07-29,6.863712
2011-08-31,5.989187
2011-09-30,6.042188
2011-10-31,7.075721
2011-11-30,6.890214
2011-12-30,6.731208
2012-01-31,8.215256
2012-02-29,8.215256
2012-03-30,7.658737
2012-04-30,8.109252
2012-05-31,6.943216
2012-06-29,6.837212
2012-07-31,6.945226
2012-08-31,6.614502
2012-09-28,6.724743
2012-10-31,5.980611
2012-11-30,6.201094
2012-12-28,6.449138
2013-01-31,6.338896
2013-02-27,6.118414
2013-03-29,6.173534
2013-04-30,6.201094
2013-05-31,7.27595
2013-06-28,7.992521
2013-07-31,7.5664
2013-08-30,6.971291
2013-09-30,7.169659
2013-10-31,7.056305
2013-11-29,6.971291
2013-12-31,6.999629
2014-01-27,6.999629
2014-02-27,6.971291
2014-03-31,7.283014
2014-04-30,7.396368
2014-05-30,7.963139
2014-06-30,8.473234
2014-07-31,8.211988
2014-08-29,7.978194
2014-09-30,7.364487
2014-10-31,7.832074
2014-11-28,8.036642
2014-12-31,8.621125
2015-01-30,9.00104
2015-02-26,9.351729
2015-03-31,9.059487
2015-04-30,8.533453
2015-05-29,8.124315
2015-06-30,7.627505
2015-07-31,6.876635
2015-08-31,6.571007
2015-09-30,6.60157
2015-10-30,7.273952
2015-11-30,7.24339
2015-12-31,7.396204
2016-01-29,7.854647
2016-02-26,8.160275
2016-03-31,8.129712
2016-04-29,7.335078
2016-05-31,7.457329
2016-06-30,7.701831
2016-07-29,7.605799
2016-08-31,7.3821
2016-09-30,7.3821
2016-10-31,7.509928
2016-11-30,7.190357
2016-12-30,7.286228
2017-01-24,7.254271
2017-02-24,8.149072
2017-03-31,7.797543
2017-04-28,7.701671
2017-05-31,7.957328
2017-06-30,9.427357
2017-07-31,9.205973
2017-08-31,9.967617
2017-09-29,10.033846
2017-10-31,10.265653
2017-11-30,10.133193
2017-12-29,9.404663
2018-01-31,9.437778
2018-02-27,9.371547
2018-03-30,10.199422
2018-04-30,10.596802
2018-05-31,11.027298
2018-06-29,11.225988
2018-07-31,12.111709
2018-08-31,11.973684
2018-09-28,11.145533
2018-10-31,8.143484
2018-11-30,7.970954
2018-12-28,7.763916
2019-01-30,7.832929
2019-02-27,7.901941
2019-03-29,8.039967
2019-04-30,9.282193
2019-05-31,8.902623
2019-06-28,9.627256
2019-07-31,9.916327
2019-08-30,9.664824
2019-09-27,9.628896
2019-10-31,10.060041
2019-11-29,10.742686
2019-12-31,11.820549
2020-01-31,10.706756
2020-02-27,10.994187
2020-03-31,9.808539
2020-04-30,11.173831
2020-05-29,11.101973
2020-06-30,11.425331
2020-07-31,16.867313
2020-08-31,15.999423
2020-09-30,21.546389
2020-10-30,23.168972
2020-11-30,30.564928
2020-12-31,35.583614
2021-01-29,37.734486
2021-02-26,40.904179
2021-03-31,37.885418
2021-04-29,42.790901
2021-05-31,39.99855
2021-06-30,40.07402
2021-07-30,45.039528
2021-08-31,49.169449
2021-09-30,49.870758
2021-10-29,45.195374
2021-11-30,49.636993
2021-12-30,50.64999
2022-01-26,44.64991
2022-02-25,40.597912
2022-03-31,42.078453
2022-04-29,37.247223
2022-05-31,40.052456
2022-06-30,32.483566
2022-07-29,33.313286
2022-08-31,34.101521
2022-09-30,29.662514
2022-10-31,32.442078
2022-11-30,38.001209
2022-12-30,33.769634
2023-01-31,40.490372
2023-02-24,41.44455
2023-03-31,43.892223
2023-04-28,40.739285
2023-05-31,42.979534
2023-06-30,43.156731
2023-07-31,41.821983
2023-08-31,40.48724
2023-09-28,40.220295
2023-10-31,41.110123
2023-11-30,43.512665
2023-12-29,46.805031
2024-01-31,43.601646
2024-02-29,43.46817
2024-03-29,45.915199
2024-04-30,45.114357
2024-05-31,48.940624
2024-06-28,49.563503
2024-07-31,47.343655
2024-08-30,52.13438
2024-09-30,50.537472
2024-10-30,45.230099
2024-11-29,40.90905
2024-12-31,40.439373
2025-01-22,37.762203
2025-02-27,41.049957
2025-03-31,41.942348
2025-04-30,42.458992
2025-05-29,43.914997
2025-06-30,44.200001
2025-07-31,41.549999
2025-08-29,40.5
2025-09-30,45.549999
2025-10-31,46.400002
2025-11-28,45.799999
2025-12-31,49.25
2026-01-30,62.400002
2026-02-26,65.400002
2026-03-31,56.5
2026-04-30,77.300003
2026-05-29,144.5
2026-06-30,164.5
2026-07-02,165.5
